title,price_mln_MNT,flooring_material,number_of_balcony,year_of_commissioning,garage,window_type,number_of_storeys,door_type,area_sq_m,apartment_storey,leasing,district,number_of_windows,location,construction_progress
Кристал таунд 3 өрөө байр,310.0,Паркет,0.0,2013.0,Байгаа,Вакум,15.0,Бүргэд,80.0,2.0,Банкны лизингтэй,Баянзүрх,3.0,Баянмонгол хороолол,Ашиглалтад орсон
Дөлгөөн нуур 3 өрөө,245.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр,79.26,3.0,Хувь лизингтэй,Сүхбаатар,3.0,Дөлгөөн нуур,Ашиглалтад орсон
4 хороололд угсармалын 72m2 3 өрөө байрыг,180.0,Паркет,2.0,1987.0,Байхгүй,Вакум,9.0,Бүргэд,72.0,6.0,Лизинггүй,Баянгол,4.0,"3, 4 хороолол",Ашиглалтад орсон
Нисэхэд 2 өрөө байр,78.0,Паркет,1.0,1990.0,Байхгүй,Вакум,5.0,Бүргэд,49.0,3.0,Хувь лизингтэй,Хан-Уул,2.0,Нисэх,Ашиглалтад орсон
Нарны гүүрны хажууд 2өрөө байр,111.8,Паркет,1.0,2013.0,Байхгүй,Вакум,9.0,Бүргэд,43.0,3.0,Банкны лизингтэй,Баянгол,2.0,Нарны хороолол,Ашиглалтад орсон
Худ төв цэнгэлдэхтийн зүүн хойн глобал таун 2 өрөө байр,5.1,Паркет,1.0,2022.0,Байхгүй,Вакум,22.0,Бүргэд,65.0,21.0,Лизинггүй,Хан-Уул,2.0,120 мянгат,Ашиглалтад орсон
19r horoolold 3 oroo bair,177.0,Плита,0.0,1980.0,Байхгүй,Вакум,5.0,Бүргэд,67.0,1.0,Лизинггүй,Хан-Уул,4.0,19-р хороолол,Ашиглалтад орсон
11 р хороололд 10 р байрны 3 өрөө,300.0,Паркет,2.0,1992.0,Байхгүй,Вакум,9.0,Бүргэд,94.0,1.0,Лизинггүй,Сүхбаатар,4.0,11-р хороолол,Ашиглалтад орсон
Ханхиллс хотхонд 3 өрөө байр,519.0,Паркет,1.0,2018.0,Байхгүй,Вакум,14.0,Төмөр,106.0,5.0,Банкны лизингтэй,Хан-Уул,3.0,Бусад,Ашиглалтад орсон
"Bzd,hil hamgaalah tariwlan hiidiin hajuud polaris apartment 3 uruu",2.7,Паркет,1.0,2019.0,Байхгүй,Вакум,16.0,Төмөр,68.58,13.0,Банкны лизингтэй,Баянзүрх,4.0,15-р хороолол,Ашиглалтад орсон
"13 хороолол, миний захын зүүн талд 73 мкв 3 өрөө орон сууц",211.7,Паркет,1.0,2016.0,Байхгүй,Вакум,16.0,Төмөр,73.0,2.0,Банкны лизингтэй,Баянзүрх,4.0,13-р хороолол,Ашиглалтад орсон
Нарны хороолол 1-р ээлжинд тавилгатай 1 өрөө,155.0,Паркет,1.0,2014.0,Байхгүй,Вакум,12.0,Төмөр,39.55,12.0,Лизинггүй,Баянгол,1.0,Нарны хороолол,Ашиглалтад орсон
Гарден резиденс 2 хотхонд 1 өрөө,90.0,Паркет,1.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,39.0,1.0,Лизинггүй,Баянзүрх,1.0,16-р хороолол,Ашиглалтад орсон
Зайсан bella vista luxury хотхонд 163 мкв 4 өрөө,1.9,Паркет,1.0,2019.0,Байгаа,Вакум,7.0,Бүргэд,163.0,2.0,Лизинггүй,Хан-Уул,4.0,Зайсан,Ашиглалтад орсон
Алтай хотхон доторх хос өргөө 2т 2 өрөө орон сууц,115.0,Паркет,1.0,2015.0,Байхгүй,Вакум,12.0,Бүргэд,47.23,4.0,Лизинггүй,Баянгол,2.0,Алтай хотхон,Ашиглалтад орсон
Алтай хотхонд 41мкв 2 өрөө,118.0,Паркет,1.0,2012.0,Байхгүй,Вакум,12.0,Бүргэд,41.0,2.0,Лизинггүй,Баянгол,2.0,Алтай хотхон,Ашиглалтад орсон
Улсын 2-р эмнэлэгийн зүүн талд 4 өрөө байр,580.0,Паркет,3.0,2012.0,Байгаа,Вакум,9.0,Бүргэд,167.6,8.0,Лизинггүй,Баянзүрх,8.0,Сансар,Ашиглалтад орсон
"Бгд 3-р хороо, нарны хорооллын өндөрт 3 өрөө орон сууц",4.45,Паркет,1.0,2020.0,Байхгүй,Вакум,23.0,Бүргэд,80.0,20.0,Банкны лизингтэй,Баянгол,4.0,Нарны хороолол,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн хойно park view residence,530.0,Паркет,1.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,111.78,13.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад орсон
Чингэлтэй дүүрэг 5-р сургуулийн зүүн талд 3 өрөө байр,290.0,Паркет,2.0,2003.0,Байхгүй,Вакум,7.0,Бүргэд,111.62,2.0,Лизинггүй,Баянзүрх,8.0,Бага тойрог,Ашиглалтад орсон
"Яармагт байрлах марал аялал хотхонд 46.99м2, 15давхарт байрлах 2өрөө байр",2.4,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,46.99,15.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад ороогүй
Элеганс хороололд 35м2 нэг өрөө байр,2.5,Паркет,1.0,2023.0,Байхгүй,Вакум,12.0,Бүргэд,35.0,7.0,Лизинггүй,Хан-Уул,1.0,Сонсголон,Ашиглалтад ороогүй
Бзд ботаникт 2 өрөө байр,118.0,Паркет,1.0,2015.0,Байхгүй,Вакум,6.0,Бүргэд,45.0,5.0,Лизинггүй,Баянзүрх,3.0,Амгалан,Ашиглалтад орсон
Garden city 1 4 өрөө,4.0,Паркет,2.0,2020.0,Байгаа,Вакум,5.0,Төмөр,108.5,2.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
Global town -д 2 өрөө,340.0,Паркет,1.0,2022.0,Байгаа,Вакум,23.0,Бүргэд,66.0,21.0,Лизинггүй,Хан-Уул,3.0,Romana Residence,Ашиглалтад орсон
Нарны хороололд 80мкв 3 өрөө орон сууц,356.0,Паркет,1.0,2018.0,Байхгүй,Вакум,23.0,Төмөр,80.0,20.0,Лизинггүй,Баянгол,3.0,Нарны хороолол,Ашиглалтад орсон
Нарны хороололд 70мкв 3 өрөө байр,314.0,Паркет,1.0,2018.0,Байхгүй,Вакум,23.0,Бүргэд,70.0,10.0,Лизинггүй,Баянгол,3.0,Бусад,Ашиглалтад орсон
Багшийн дээдийн voli appartment 1 өрөө байр,165.95,Паркет,1.0,2018.0,Байхгүй,Вакум,12.0,Төмөр,42.55,6.0,Лизинггүй,Сүхбаатар,2.0,Бусад,Ашиглалтад орсон
Sky garden residence 166м.кв 4 өрөө байр,1.24,Паркет,2.0,2022.0,Байгаа,Вакум,16.0,Бүргэд,166.0,3.0,Лизинггүй,Хан-Уул,5.0,King Tower,Ашиглалтад орсон
Зайсан энхжин хотхонд 4-өрөө 94м2,245.0,Паркет,2.0,2017.0,Байхгүй,Вакум,10.0,Бүргэд,94.0,6.0,Лизинггүй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
River plaza apartment complex 172.6 мкв 4 өрөө,1.22,Паркет,1.0,2022.0,Байгаа,Вакум,23.0,Бүргэд,172.6,12.0,Лизинггүй,Хан-Уул,5.0,River Garden,Ашиглалтад орсон
Зайсанд jardin хотхонд 190м2 4 өрөө,850.0,Паркет,1.0,2016.0,Байхгүй,Вакум,6.0,Мод,190.0,2.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
Zaisan peak residence 3 өрөө,6.5,Ламинат,2.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,115.0,10.0,Лизинггүй,Хан-Уул,4.0,Бусад,Ашиглалтад орсон
Нарны хорооллын өндөрт 80м.кв 3 өрөө,356.0,Паркет,1.0,2021.0,Байхгүй,Вакум,23.0,Бүргэд,80.0,20.0,Лизинггүй,Баянгол,4.0,Нарны хороолол,Ашиглалтад орсон
19-р хороолол туул өргөөд 3 өрөө байр,255.0,Паркет,1.0,2010.0,Байхгүй,Вакум,6.0,Бүргэд,89.99,5.0,Лизинггүй,Хан-Уул,4.0,19-р хороолол,Ашиглалтад орсон
1 өрөө,69.71,Паркет,1.0,2023.0,Байгаа,Вакум,12.0,Бүргэд,30.31,1.0,Хувь лизингтэй,Баянзүрх,2.0,16-р хороолол,Ашиглалтад ороогүй
Бзд олимп хотхонд 3 өрөө байр,235.0,Паркет,1.0,2017.0,Байхгүй,Вакум,16.0,Бүргэд,64.0,1.0,Лизинггүй,Баянзүрх,4.0,Олимп хотхон,Ашиглалтад орсон
Vega city-d,6.3,Паркет,0.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,105.0,1.0,Лизинггүй,Хан-Уул,4.0,120 мянгат,Ашиглалтад орсон
Ахмадын хороололд 2өрөө,133.0,Паркет,1.0,2005.0,Байхгүй,Вакум,4.0,Бүргэд,50.0,4.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
220-д 2 өрөө байр,250.0,Паркет,0.0,1980.0,Байхгүй,Вакум,4.0,Бүргэд,45.0,1.0,Лизинггүй,Сүхбаатар,3.0,220 мянгат,Ашиглалтад орсон
Royal green villad 350мкв пентхаус,1.36,Паркет,1.0,2017.0,Байгаа,Вакум,5.0,Төмөр,350.0,5.0,Банкны лизингтэй,Хан-Уул,8.0,Зайсан,Ашиглалтад орсон
Жапан таун с1 4 өрөө террастай,5.5,Паркет,1.0,2008.0,Байхгүй,Вакум,7.0,Бүргэд,112.0,7.0,Лизинггүй,Хан-Уул,4.0,Japan town,Ашиглалтад орсон
Jardin residence -д 4 өрөө.,850.0,Паркет,1.0,2016.0,Байгаа,Вакум,6.0,Бүргэд,190.0,2.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад орсон
King tower- т 189м2 4 өрөө орон сууц,529.2,Паркет,1.0,2015.0,Байгаа,Вакум,10.0,Бүргэд,189.0,9.0,Лизинггүй,Хан-Уул,6.0,King Tower,Ашиглалтад орсон
Дэлгэрэх хотхонд 2 өрөө орон сууц,2.4,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Бүргэд,52.12,2.0,Лизинггүй,Хан-Уул,3.0,Бусад,Ашиглалтад орсон
Цэнгэлдэх хотхонд 70м2 3 өрөө орон сууц,5.9,Паркет,1.0,2020.0,Байхгүй,Вакум,23.0,Бүргэд,69.93,20.0,Лизинггүй,Хан-Уул,4.0,Бусад,Ашиглалтад орсон
The upper house residence 3 өрөө,6.6,Паркет,1.0,2023.0,Байхгүй,Вакум,19.0,Бүргэд,110.0,10.0,Хувь лизингтэй,Хан-Уул,3.0,Бусад,Ашиглалтад ороогүй
The upper house residence д 5 өрөө,6.6,Паркет,2.0,2023.0,Байхгүй,Вакум,19.0,Бүргэд,281.0,15.0,Лизинггүй,Хан-Уул,6.0,Бусад,Ашиглалтад ороогүй
Худ 15-р хороо 126м2 4өрөө байр,2.7,Паркет,1.0,2015.0,Байгаа,Вакум,6.0,Бүргэд,126.0,2.0,Лизинггүй,Хан-Уул,6.0,UB Town,Ашиглалтад орсон
Hunnu2222 79.98м2 шинэ 3 өрөө орон сууц худалдана.,5.0,Паркет,1.0,2023.0,Байгаа,Вакум,23.0,Бүргэд,79.98,1.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад орсон
Хороолол номингийн ард угсармалын 2 өрөө,126.0,Паркет,1.0,1986.0,Байхгүй,Вакум,9.0,Бүргэд,54.0,6.0,Хувь лизингтэй,Баянгол,4.0,"3, 4 хороолол",Ашиглалтад орсон
Москва апартмент 78.33 мкв 3 өрөө,211.49,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Төмөр,78.33,9.0,Лизинггүй,Сонгино Хайрхан,3.0,Москва хороолол,Ашиглалтад орсон
"Цэцэрлэгт хүрээлэнгийн хойно 3 өрөө байр 108,58м2",500.0,Паркет,1.0,2018.0,Байхгүй,Вакум,16.0,Бүргэд,108.58,13.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Яармаг encanto orange town 2 өрөө,153.0,Паркет,1.0,2020.0,Байгаа,Вакум,15.0,Бүргэд,51.28,15.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
13т угсармалын 2 өрөө,150.0,Паркет,1.0,1991.0,Байхгүй,Вакум,9.0,Бүргэд,54.0,6.0,Лизинггүй,Баянзүрх,3.0,13-р хороолол,Ашиглалтад орсон
"Gerlug vista 2 өрөө 59,92м2",329.56,Паркет,1.0,2023.0,Байхгүй,Вакум,23.0,Төмөр вакум,59.92,3.0,Лизинггүй,Хан-Уул,4.0,Бусад,Ашиглалтад орсон
3 өрөө,224.73,Паркет,1.0,2023.0,Байгаа,Вакум,16.0,Бүргэд,75.16,5.0,Хувь лизингтэй,Хан-Уул,3.0,21-р хороолол,Ашиглалтад ороогүй
Хан уул 4 өрөө байр,4.0,Плита,0.0,2024.0,Байгаа,Төмөр вакум,15.0,Төмөр вакум,113.9,3.0,Хувь лизингтэй,Хан-Уул,6.0,Зайсан,Ашиглалтад ороогүй
"11р хороолол, 2р сургуулын баруун талд 67.54мкв 3 өрөө",240.0,Паркет,2.0,2015.0,Байхгүй,Вакум,10.0,Бүргэд,67.54,5.0,Банкны лизингтэй,Сүхбаатар,4.0,11-р хороолол,Ашиглалтад орсон
Santo smart apartment,4.3,Паркет,2.0,2021.0,Байгаа,Вакум,16.0,Бүргэд,98.0,11.0,Банкны лизингтэй,Баянзүрх,3.0,Баянмонгол хороолол,Ашиглалтад орсон
Худ 19-р хороо зайсан 115-р сургуулийн баруун талд шинэ дүр төрх хотхонд,350.0,Паркет,1.0,2008.0,Байгаа,Вакум,6.0,Төмөр вакум,153.0,5.0,Лизинггүй,Хан-Уул,8.0,Бусад,Ашиглалтад орсон
River plaza- д 4 өрөө орон сууц 172.6m2,1.22,Паркет,2.0,2022.0,Байгаа,Вакум,23.0,Бүргэд,172.6,12.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад орсон
"Golden vill хотхонд, 4 өрөө",460.0,Паркет,2.0,2010.0,Байхгүй,Вакум,9.0,Төмөр вакум,150.0,2.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Хүүхдийн 100-д гал тогоо тусдаа 2 өрөө,200.0,Мод,2.0,1992.0,Байгаа,Мод,5.0,Төмөр,29.0,5.0,Лизинггүй,Сүхбаатар,4.0,220 мянгат,Ашиглалтад орсон
Нисхэд оюу хотхон 2 өрөө 58м2,102.5,Паркет,1.0,2023.0,Байхгүй,Вакум,10.0,Бүргэд,58.26,8.0,Лизинггүй,Хан-Уул,3.0,Нисэх,Ашиглалтад ороогүй
2 өрөө,141.31,Паркет,1.0,2023.0,Байгаа,Вакум,16.0,Бүргэд,47.26,14.0,Хувь лизингтэй,Хан-Уул,2.0,21-р хороолол,Ашиглалтад ороогүй
Богд вилла хотхонд 3 өрөө байр,3.15,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,73.33,10.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Duureg surguuli emnelegt oirhon,150.0,Паркет,1.0,2016.0,Байгаа,Вакум,12.0,Бүргэд,64.9,4.0,Лизинггүй,Сонгино Хайрхан,3.0,21-р хороолол,Ашиглалтад орсон
Бзд нэгдсэн эмнэлгийн ард сондор апартмент,2.8,Ламинат,1.0,2023.0,Байхгүй,Төмөр вакум,16.0,Төмөр вакум,66.0,10.0,Хувь лизингтэй,Баянзүрх,3.0,13-р хороолол,Ашиглалтад ороогүй
Кино үйлдвэрийн хойно өргөө_88 хотхонд 2_өрөө,161.5,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Төмөр вакум,64.62,8.0,Лизинггүй,Баянзүрх,2.0,Бусад,Ашиглалтад орсон
Hangai hothoni zuun tald 2 uruu hudaldana,110.0,Паркет,0.0,2017.0,Байхгүй,Вакум,13.0,Төмөр,51.0,14.0,Лизинггүй,Сүхбаатар,2.0,100 айл,Ашиглалтад орсон
Натур шинэ монгол сургуулийн баруун талд максын барьсан 1 давхарын байр,155.0,Паркет,1.0,2013.0,Байхгүй,Вакум,12.0,Бүргэд,48.0,1.0,Лизинггүй,Баянзүрх,2.0,13-р хороолол,Ашиглалтад орсон
Tsengeldeh hothond 70mkv 3 uruu,5.9,Паркет,1.0,2020.0,Байхгүй,Вакум,23.0,Төмөр,70.0,20.0,Лизинггүй,Хан-Уул,3.0,120 мянгат,Ашиглалтад орсон
Хотын a бүсэд нарны гүүрний хажууд 4 өрөө,3.2,Паркет,2.0,2022.0,Байхгүй,Вакум,14.0,Бүргэд,119.0,3.0,Лизинггүй,Баянгол,5.0,Нарны хороолол,Ашиглалтад орсон
Хан-уул дүүрэг яармаг хотын шинэ захиргааны урд,2.6,Паркет,1.0,2022.0,Байхгүй,Вакум,14.0,Төмөр,50.96,6.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Саппород 2 өрөө,105.0,Паркет,1.0,2001.0,Байхгүй,Вакум,12.0,Бүргэд,50.0,2.0,Лизинггүй,Сонгино Хайрхан,3.0,1-р хороолол,Ашиглалтад орсон
Royal garden хотхонд 4 өрөө,874.0,Паркет,1.0,2017.0,Байгаа,Вакум,7.0,Бүргэд,159.0,5.0,Лизинггүй,Хан-Уул,5.0,120 мянгат,Ашиглалтад орсон
Богд ар хороололд 2 өрөө байр,159.0,Паркет,1.0,2005.0,Байгаа,Вакум,6.0,Бүргэд,57.0,5.0,Лизинггүй,Баянгол,3.0,Богд-Ар,Ашиглалтад орсон
Seoul royal county хотхонд 4 өрөө,990.0,Паркет,1.0,2013.0,Байгаа,Вакум,6.0,Бүргэд,200.0,2.0,Лизинггүй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Japan town-д 3 өрөө,549.0,Паркет,1.0,2014.0,Байгаа,Вакум,7.0,Бүргэд,93.0,6.0,Лизинггүй,Хан-Уул,4.0,Japan town,Ашиглалтад орсон
Sunshine village д 120мкв 4 өрөө байр,511.0,Паркет,1.0,2018.0,Байхгүй,Вакум,16.0,Төмөр,120.0,10.0,Банкны лизингтэй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Бгд модны 2 -т 58м2 2 өрөө байр,155.0,Паркет,1.0,2013.0,Байхгүй,Вакум,5.0,Бүргэд,58.0,2.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
Налайх 3 өрөө,97.0,Ламинат,1.0,2016.0,Байхгүй,Вакум,5.0,Төмөр вакум,48.6,5.0,Лизинггүй,Налайх,3.0,Бусад,Ашиглалтад орсон
Зайсанд peak residence-д 4 өрөө,980.0,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,194.0,12.0,Банкны лизингтэй,Хан-Уул,5.0,Зайсан,Ашиглалтад орсон
Дөлгөөн нуурт 3сард орох 2өрөө байр,105.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,41.5,2.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад ороогүй
"Artsat luxury 96м2 3өрөө нүүж ороход бэлэн, мастертай",245.0,Паркет,2.0,2022.0,Байгаа,Төмөр вакум,14.0,Төмөр вакум,96.71,3.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
Намуун дэнж хотхон 2 өрөө,195.0,Паркет,1.0,2014.0,Байгаа,Вакум,11.0,Төмөр вакум,78.0,7.0,Лизинггүй,Баянгол,4.0,"3, 4 хороолол",Ашиглалтад орсон
"Хороололд, гэмтлийн зүүн талд 2 өрөө байр",140.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,44.0,1.0,Банкны лизингтэй,Баянгол,2.0,"3, 4 хороолол",Ашиглалтад орсон
Хан богд хороололд 55.5 мкв 2 өрөө орон сууц,138.75,Паркет,1.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,55.5,3.0,Лизинггүй,Хан-Уул,2.0,Viva city,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн хойно 3 өрөө орон сууц,4.5,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,108.0,13.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Бзд намъяанжу гудамж эрх чөлөө хотхонд 5 давхарт 58.5мкв 2 өрөө орон сууц,166.0,Паркет,2.0,2012.0,Байхгүй,Вакум,12.0,Бүргэд,58.5,5.0,Лизинггүй,Баянзүрх,4.0,14-р хороолол,Ашиглалтад орсон
Зайсанд chariot residence хотхонд 205 мкв 4 өрөө орон сууц,1.13,Паркет,1.0,2022.0,Байгаа,Вакум,6.0,Бүргэд,205.0,5.0,Лизинггүй,Хан-Уул,6.0,Зайсан,Ашиглалтад орсон
White hill apartment нүүж ороход бэлэн цоо шинэ 3 өрөө орон сууц х,3.5,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,80.0,6.0,Лизинггүй,Баянзүрх,3.0,Бусад,Ашиглалтад орсон
united apartment 112 мкв 4 өрөө,730.0,Паркет,1.0,2018.0,Байгаа,Вакум,12.0,Бүргэд,112.0,2.0,Лизинггүй,Баянзүрх,5.0,Бусад,Ашиглалтад орсон
Soyombo tower-т 155.89 мкв 4 өрөө байр,1.48,Паркет,2.0,2022.0,Байгаа,Вакум,25.0,Бүргэд,155.89,16.0,Лизинггүй,Сүхбаатар,8.0,"40, 50 мянгат",Ашиглалтад орсон
Хан-уул цогцолбор хотхонд. 68.55мкв 3 өрөө,287.91,Паркет,1.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,68.55,7.0,Лизинггүй,Хан-Уул,3.0,19-р хороолол,Ашиглалтад орсон
Жуковт байрлалтай one family хотхонд 46.91мкв 2 өрөө,135.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,46.91,7.0,Лизинггүй,Баянзүрх,2.0,Бусад,Ашиглалтад орсон
Бзд дуплекс 3 өрөө байр,205.0,Паркет,1.0,2015.0,Байхгүй,Модон вакум,6.0,Бүргэд,104.0,5.0,Лизинггүй,Баянзүрх,5.0,Бусад,Ашиглалтад орсон
Бгд баруун 4замд 4өрөө,358.38,Ламинат,1.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,99.55,2.0,Лизинггүй,Баянгол,4.0,Баруун 4 зам,Ашиглалтад орсон
Victoria town 41.38mkv 2 өрөө байр,105.0,Паркет,1.0,2019.0,Байхгүй,Вакум,12.0,Төмөр,41.38,12.0,Лизинггүй,Хан-Уул,2.0,Бусад,Ашиглалтад орсон
Худ 20-р хороо цэлмэг тэнгэр хотхонд 3 өрөө байр,200.0,Паркет,1.0,2015.0,Байхгүй,Вакум,10.0,Бүргэд,76.0,3.0,Лизинггүй,Хан-Уул,3.0,Мишээл,Ашиглалтад орсон
Сансарын хоум плазагийн зүүн талд 3 өрөө,2.3,Паркет,1.0,2018.0,Байхгүй,Модон вакум,6.0,Төмөр,66.0,3.0,Лизинггүй,Баянзүрх,4.0,Сансар,Ашиглалтад орсон
Global town урагшаа харсан 3н цонхтой,388.85,Паркет,1.0,2023.0,Байхгүй,Вакум,25.0,Төмөр,86.41,12.0,Лизинггүй,Хан-Уул,4.0,Бусад,Ашиглалтад ороогүй
Zaisan luxury village 3 uruu,330.0,Паркет,1.0,2012.0,Байгаа,Вакум,6.0,Бүргэд,74.7,4.0,Лизинггүй,Хан-Уул,3.0,Zaisan luxury village,Ашиглалтад орсон
4-р хороололд 2 өрөө,145.6,Паркет,1.0,2014.0,Байгаа,Вакум,6.0,Бүргэд,56.0,2.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
Encanto-2 4өрөө байр 128m2,576.0,Паркет,1.0,2017.0,Байгаа,Вакум,15.0,Бүргэд,128.0,1.0,Банкны лизингтэй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Академи -2 хотхонд мастертай 80мкв 3 өрөө орон сууц,423.89,Паркет,1.0,2020.0,Байхгүй,Вакум,25.0,Төмөр,80.0,20.0,Банкны лизингтэй,Хан-Уул,4.0,Бусад,Ашиглалтад орсон
𝑮𝒂𝒓𝒅𝒆𝒏 𝑪𝒊𝒕𝒚 1 хотхонд 89 мкв 4өрөө орон сууц,347.1,Паркет,1.0,2019.0,Байхгүй,Вакум,5.0,Бүргэд,89.0,1.0,Банкны лизингтэй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Драгон төвийн хойд талд хуучны 9 давхарт,120.0,Паркет,1.0,1995.0,Байхгүй,Вакум,9.0,Бүргэд,29.0,7.0,Лизинггүй,Сонгино Хайрхан,5.0,1-р хороолол,Ашиглалтад орсон
"Худ, туулын хөвөөнд, шинэ төрх хотхонд 147мвк 4 өрөө",364.7,Паркет,2.0,2008.0,Байгаа,Вакум,5.0,Бүргэд,147.0,1.0,Лизинггүй,Хан-Уул,6.0,Зайсан,
Shangri - la mall ын зүүн талд olympic residence 4 өрөө,1.62,Паркет,0.0,2018.0,Байгаа,Вакум,16.0,Төмөр,205.0,14.0,Лизинггүй,Сүхбаатар,8.0,Бусад,Ашиглалтад орсон
"Дөлгөөн нуурт, хотхонд 2өрөө",150.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Төмөр,49.0,5.0,Лизинггүй,Сүхбаатар,3.0,Дөлгөөн нуур,Ашиглалтад орсон
"Artsat 2 deer 3 uruu 79,6 m2 bair",210.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,79.6,8.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Схд 3 өрөө байр,130.0,Паркет,1.0,2014.0,Байхгүй,Вакум,12.0,Бүргэд,55.8,9.0,Лизинггүй,Сонгино Хайрхан,3.0,21-р хороолол,Ашиглалтад орсон
Хангарьд сити-2т бүрэн тохижилттой 4 өрөө,468.0,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Төмөр вакум,180.0,12.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
Бзд сансарын хойд автобусын буудлын ард,148.0,Паркет,1.0,2017.0,Байхгүй,Вакум,9.0,Бүргэд,56.67,5.0,Лизинггүй,Баянзүрх,4.0,Сансар,Ашиглалтад орсон
5н шард гал тогоо тусдаа 3н өрөө бөйр,115.0,Паркет,1.0,1990.0,Байхгүй,Мод,5.0,Бүргэд,62.0,5.0,Лизинггүй,Сонгино Хайрхан,4.0,5 шар,Ашиглалтад орсон
Garden city 2 t4 uruu,4.2,Паркет,2.0,2021.0,Байхгүй,Вакум,15.0,Бүргэд,130.0,8.0,Лизинггүй,Хан-Уул,7.0,Яармаг,Ашиглалтад орсон
40мянгат 2 өрөө,215.0,Паркет,1.0,2023.0,Байхгүй,Вакум,10.0,Төмөр,43.05,5.0,Лизинггүй,Чингэлтэй,3.0,"40, 50 мянгат",Ашиглалтад ороогүй
Ирээдүйн билэг хотхонд 2 өрөө байр,2.1,Паркет,1.0,2022.0,Байхгүй,Вакум,14.0,Төмөр,57.39,10.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад ороогүй
Сансарын и-мартын хойно нисора тауэрт 4 өрөө байр,343.5,Паркет,1.0,2010.0,Байхгүй,Вакум,16.0,Бүргэд,105.6,16.0,Банкны лизингтэй,Баянзүрх,8.0,Сансар,Ашиглалтад орсон
Яармаг dream plaza apartment 4 өрөө байр,602.0,Паркет,2.0,2022.0,Байгаа,Вакум,15.0,Бүргэд,140.0,13.0,Лизинггүй,Хан-Уул,5.0,Яармаг,Ашиглалтад орсон
